Date,PnL,NAV
2018-07-29,201.14,1417649.85
2018-07-30,-404.35,1417245.5
2018-07-31,1192.31,1418437.81
2018-08-01,1506.62,1419944.4300000002
2018-08-02,-13.96,1419930.47
2018-08-03,363.09,1420293.56
2018-08-04,-134.5,1420159.06
2018-08-05,119.87,1420278.9300000002
2018-08-06,-448.89,1419830.04
2018-08-07,2391.83,1422221.87
2018-08-08,-3881.91,1418339.96
2018-08-10,11.76,1418351.7200000002
2018-08-11,-762.8,1417588.9200000002
2018-08-13,189.97,1417778.8900000001
2018-08-15,-1229.13,1416549.76
2018-08-16,-548.33,1416001.4300000002
2018-08-17,1447.64,1417449.07
2018-08-19,-41.33,1417407.74
2018-08-20,1169.33,1418577.07
2018-08-21,31.99,1418609.06
2018-08-22,1542.11,1420151.17
2018-08-23,-217.66,1419933.51
2018-08-24,828.68,1420762.19
2018-08-27,1009.34,1421771.53
2018-08-28,3393.76,1425165.29
2018-08-29,-8128.17,1417037.12
2018-08-30,393.15,1417430.27
2018-08-31,783.1,1418213.37
2018-09-01,-2045.97,1416167.4000000001
2018-09-02,-734.76,1415432.6400000001
2018-09-03,722.92,1416155.56
2018-09-04,1508.88,1417664.4400000002
2018-09-05,-2073.41,1415591.0300000003
2018-09-07,1953.36,1417544.3900000001
2018-09-08,-5131.48,1412412.9100000001
2018-09-10,1283.34,1413696.2500000002
2018-09-11,782.08,1414478.33
2018-09-12,-524.24,1413954.0900000003
2018-09-13,1774.27,1415728.3600000003
2018-09-14,1694.87,1417423.2300000002
2018-09-17,2855.37,1420278.6
2018-09-18,132.21,1420410.8100000003
2018-09-19,-576.43,1419834.3800000004
2018-09-20,1881.25,1421715.6300000004
2018-09-21,796.88,1422512.5100000002
2018-09-24,776.37,1423288.8800000004
2018-09-25,3795.25,1427084.1300000004
2018-09-26,3857.09,1430941.2200000002
2018-09-27,-847.07,1430094.1500000004
2018-09-28,198.04,1430292.1900000002
2018-10-01,469.88,1430762.0700000003
2018-10-04,-106.05,1430656.0200000003
2018-10-05,984.3,1431640.3200000003
2018-10-06,128.13,1431768.4500000002
2018-10-07,-1620.91,1430147.5400000003
2018-10-08,-1040.07,1429107.4700000002
2018-10-09,96.47,1429203.9400000002
2018-10-10,5320.61,1434524.5500000003
2018-10-12,2668.31,1437192.8600000003
2018-10-14,614.89,1437807.7500000002
2018-10-15,198.65,1438006.4000000004
2018-10-16,195.79,1438202.1900000002
2018-10-17,1185.05,1439387.2400000002
2018-10-18,1710.27,1441097.5100000002
2018-10-19,-51.05,1441046.4600000002
2018-10-21,254.15,1441300.6100000003
2018-10-22,-1003.05,1440297.5600000003
2018-10-23,966.02,1441263.5800000003
2018-10-24,4810.78,1446074.3600000003
2018-10-25,587.35,1446661.7100000004
2018-10-26,7323.81,1453985.5200000003
2018-10-29,-107.43,1453878.0900000003
2018-10-30,-1744.3,1452133.7900000003
2018-10-31,-1760.82,1450372.9700000002
2018-11-01,-3541.51,1446831.4600000004
2018-11-04,97.41,1446928.8700000003
2018-11-05,-2234.6,1444694.2700000003
2018-11-06,2221.7,1446915.9700000002
2018-11-07,-642.25,1446273.7200000002
2018-11-09,-1470.22,1444803.5000000005
2018-11-10,-1501.46,1443302.0400000003
2018-11-12,431.35,1443733.3900000004
2018-11-13,-454.46,1443278.9300000002
2018-11-14,838.18,1444117.1100000003
2018-11-15,844.34,1444961.4500000002
2018-11-16,726.63,1445688.0800000003
2018-11-19,-881.55,1444806.5300000003
2018-11-20,1569.27,1446375.8000000003
2018-11-21,1114.06,1447489.8600000003
2018-11-22,509.75,1447999.6100000003
2018-11-23,-575.63,1447423.9800000004
2018-11-25,399.38,1447823.3600000003
2018-11-26,-1679.05,1446144.3100000003
2018-11-27,-1730.72,1444413.5900000003
2018-11-28,3132.36,1447545.9500000004
2018-11-29,-1440.57,1446105.3800000004
2018-12-01,-4122.44,1441982.9400000004
2018-12-03,668.24,1442651.1800000004
2018-12-04,-699.01,1441952.1700000004
2018-12-06,-1562.44,1440389.7300000004
2018-12-07,770.04,1441159.7700000003
2018-12-08,-131.3,1441028.4700000002
2018-12-09,2075.28,1443103.7500000005
2018-12-10,1120.27,1444224.0200000005
2018-12-11,1384.21,1445608.2300000004
2018-12-12,602.83,1446211.0600000005
2018-12-13,847.36,1447058.4200000004
2018-12-14,-968.78,1446089.6400000004
2018-12-16,1224.59,1447314.2300000004
2018-12-17,946.95,1448261.1800000004
2018-12-18,0.0,1448261.1800000004
2018-12-19,-3431.03,1444830.1500000004
2018-12-20,1028.78,1445858.9300000004
2018-12-21,395.58,1446254.5100000005
2018-12-23,1038.03,1447292.5400000005
2018-12-24,1471.52,1448764.0600000005
2018-12-25,354.77,1449118.8300000005
2018-12-26,3475.66,1452594.4900000005
2018-12-27,-1031.22,1451563.2700000005
2018-12-28,2639.95,1454203.2200000004
2018-12-30,211.46,1454414.6800000006
2018-12-31,2485.04,1456899.7200000004
2019-01-01,-2841.42,1454058.3000000005
2019-01-02,-301.24,1453757.0600000005
2019-01-03,-586.12,1453170.9400000004
2019-01-04,-1466.67,1451704.2700000005
2019-01-05,4551.57,1456255.8400000005
2019-01-07,-2071.76,1454184.0800000005
2019-01-08,-7487.44,1446696.6400000006
2019-01-09,955.18,1447651.8200000005
2019-01-10,3707.96,1451359.7800000005
2019-01-11,1041.93,1452401.7100000004
2019-01-12,-1189.72,1451211.9900000007
2019-01-13,804.4,1452016.3900000006
2019-01-14,-540.93,1451475.4600000007
2019-01-15,3082.27,1454557.7300000007
2019-01-16,-4687.95,1449869.7800000007
2019-01-17,-3256.2,1446613.5800000005
2019-01-18,221.99,1446835.5700000005
2019-01-20,203.87,1447039.4400000006
2019-01-21,704.23,1447743.6700000006
2019-01-22,-1119.32,1446624.3500000006
2019-01-23,-358.1,1446266.2500000005
2019-01-24,2988.06,1449254.3100000005
2019-01-25,-1048.78,1448205.5300000005
2019-01-28,946.17,1449151.7000000007
2019-01-29,-1030.77,1448120.9300000006
2019-01-30,0.0,1448120.9300000006
2019-01-31,1127.63,1449248.5600000005
2019-02-01,11806.05,1461054.6100000006
2019-02-04,-1066.39,1459988.2200000004
2019-02-05,178.7,1460166.9200000004
2019-02-07,657.25,1460824.1700000004
2019-02-09,5266.43,1466090.6000000006
2019-02-10,-3574.17,1462516.4300000006
2019-02-12,-1980.15,1460536.2800000005
2019-02-13,1783.0,1462319.2800000005
2019-02-14,2364.72,1464684.0000000005
2019-02-15,644.86,1465328.8600000003
2019-02-17,858.46,1466187.3200000005
2019-02-18,-925.35,1465261.9700000004
2019-02-19,660.21,1465922.1800000006
2019-02-20,4387.1,1470309.2800000005
2019-02-21,2032.91,1472342.1900000004
2019-02-22,-1439.54,1470902.6500000004
2019-02-25,1009.34,1471911.9900000005
2019-02-26,6375.44,1478287.4300000006
2019-02-27,4408.87,1482696.3000000005
2019-02-28,-271.52,1482424.7800000005
2019-03-01,842.16,1483266.9400000004
2019-03-02,374.16,1483641.1000000006
2019-03-04,1179.98,1484821.0800000005
2019-03-05,2128.7,1486949.7800000005
2019-03-06,-3470.89,1483478.8900000004
2019-03-07,802.37,1484281.2600000005
2019-03-09,998.09,1485279.3500000006
2019-03-10,-2579.77,1482699.5800000005
2019-03-11,-3439.05,1479260.5300000005
2019-03-12,-847.36,1478413.1700000004
2019-03-13,495.67,1478908.8400000003
2019-03-14,-255.79,1478653.0500000005
2019-03-15,1304.52,1479957.5700000005
2019-03-17,471.58,1480429.1500000004
2019-03-18,-1160.24,1479268.9100000006
2019-03-19,1459.76,1480728.6700000004
2019-03-20,4189.18,1484917.8500000006
2019-03-21,2203.0,1487120.8500000006
2019-03-22,-280.97,1486839.8800000006
2019-03-24,1049.79,1487889.6700000004
2019-03-25,194.02,1488083.6900000004
2019-03-26,-3158.25,1484925.4400000004
2019-03-27,2693.12,1487618.5600000005
2019-03-28,2116.41,1489734.9700000004
2019-03-29,-1989.78,1487745.1900000004
2019-03-31,371.88,1488117.0700000005
2019-04-01,-1371.28,1486745.7900000005
2019-04-02,3264.48,1490010.2700000005
2019-04-03,1398.9,1491409.1700000004
2019-04-04,361.58,1491770.7500000005
2019-04-06,895.0,1492665.7500000005
2019-04-07,-1325.71,1491340.0400000005
2019-04-08,-638.45,1490701.5900000003
2019-04-09,-4630.28,1486071.3100000005
2019-04-10,-646.48,1485424.8300000005
2019-04-11,-752.83,1484672.0000000005
2019-04-12,-1654.33,1483017.6700000004
2019-04-15,2089.03,1485106.7000000004
2019-04-16,3119.79,1488226.4900000005
2019-04-17,446.76,1488673.2500000005
2019-04-18,-2662.81,1486010.4400000004
2019-04-19,-175.44,1485835.0000000005
2019-04-21,-296.18,1485538.8200000003
2019-04-23,60.23,1485599.0500000003
2019-04-24,-855.4,1484743.6500000004
2019-04-25,-635.1,1484108.5500000003
2019-04-26,-52.01,1484056.5400000005
2019-04-28,575.15,1484631.6900000004
2019-04-29,1102.21,1485733.9000000004
2019-04-30,-528.62,1485205.2800000005
2019-05-02,-3318.66,1481886.6200000006
2019-05-03,626.92,1482513.5400000005
2019-05-04,1040.19,1483553.7300000004
2019-05-05,532.67,1484086.4000000004
2019-05-06,-268.38,1483818.0200000005
2019-05-07,1217.32,1485035.3400000003
2019-05-08,1517.37,1486552.7100000004
2019-05-09,-3281.03,1483271.6800000004
2019-05-11,2141.05,1485412.7300000004
2019-05-12,-232.97,1485179.7600000005
2019-05-13,54.93,1485234.6900000004
2019-05-14,1301.4,1486536.0900000003
2019-05-15,-3480.91,1483055.1800000004
2019-05-16,1518.96,1484574.1400000006
2019-05-17,1036.8,1485610.9400000004
2019-05-19,1292.04,1486902.9800000004
2019-05-20,404.5,1487307.4800000004
2019-05-21,-1319.95,1485987.5300000005
2019-05-22,13.02,1486000.5500000005
2019-05-23,1062.22,1487062.7700000005
2019-05-24,995.59,1488058.3600000003
2019-05-27,575.65,1488634.0100000005
2019-05-28,1212.49,1489846.5000000005
2019-05-29,1251.28,1491097.7800000005
2019-05-30,2265.31,1493363.0900000005
2019-05-31,-35.61,1493327.4800000004
2019-06-01,405.1,1493732.5800000005
2019-06-02,-2482.82,1491249.7600000005
2019-06-03,1200.47,1492450.2300000004
2019-06-05,310.02,1492760.2500000005
2019-06-08,-30.68,1492729.5700000005
2019-06-09,2608.9,1495338.4700000004
2019-06-11,-2362.95,1492975.5200000005
2019-06-12,379.22,1493354.7400000005
2019-06-13,1270.64,1494625.3800000004
2019-06-14,982.54,1495607.9200000004
2019-06-16,346.57,1495954.4900000005
2019-06-17,974.08,1496928.5700000005
2019-06-18,-185.51,1496743.0600000005
2019-06-19,-1875.01,1494868.0500000005
2019-06-20,-1043.9,1493824.1500000004
2019-06-21,2537.43,1496361.5800000005
2019-06-23,416.41,1496777.9900000005
2019-06-24,-2917.04,1493860.9500000004
2019-06-25,-2266.26,1491594.6900000004
2019-06-26,102.47,1491697.1600000004
2019-06-27,1850.83,1493547.9900000005
2019-06-28,298.63,1493846.6200000003
2019-06-30,-277.69,1493568.9300000004
2019-07-01,923.55,1494492.4800000004
2019-07-02,3203.75,1497696.2300000004
2019-07-03,-42.07,1497654.1600000004
2019-07-05,4911.38,1502565.5400000005
2019-07-06,1675.54,1504241.0800000003
2019-07-08,6400.94,1510642.0200000005
2019-07-10,1364.46,1512006.4800000004
2019-07-11,1880.69,1513887.1700000004
2019-07-14,935.57,1514822.7400000005
2019-07-15,636.43,1515459.1700000004
2019-07-16,600.73,1516059.9000000004
2019-07-17,-3160.11,1512899.7900000005
2019-07-18,8753.36,1521653.1500000004
2019-07-19,1165.45,1522818.6000000003
2019-07-21,254.21,1523072.8100000005
2019-07-22,-999.65,1522073.1600000004
2019-07-23,-5188.1,1516885.0600000005
2019-07-24,1655.72,1518540.7800000003
2019-07-25,-335.74,1518205.0400000005
2019-07-26,1054.13,1519259.1700000004
2019-07-28,-1642.36,1517616.8100000005
2019-07-29,-3385.05,1514231.7600000005
2019-07-30,1230.72,1515462.4800000004
2019-07-31,-3497.47,1511965.0100000005
2019-08-01,1683.76,1513648.7700000005
2019-08-02,1474.7,1515123.4700000004
2019-08-03,836.93,1515960.4000000004
2019-08-04,397.41,1516357.8100000005
2019-08-05,1222.78,1517580.5900000003
2019-08-07,-7.4,1517573.1900000004
2019-08-08,791.18,1518364.3700000003
2019-08-09,300.79,1518665.1600000004
2019-08-10,1706.24,1520371.4000000004
2019-08-11,853.03,1521224.4300000004
2019-08-12,251.68,1521476.1100000003
2019-08-13,2387.19,1523863.3000000003
2019-08-14,2446.51,1526309.8100000005
2019-08-15,1345.7,1527655.5100000002
2019-08-16,599.87,1528255.3800000004
2019-08-18,0.0,1528255.3800000004
2019-08-19,269.63,1528525.0100000002
2019-08-20,2557.15,1531082.1600000004
2019-08-21,748.19,1531830.3500000003
2019-08-22,6819.91,1538650.2600000002
2019-08-23,1853.28,1540503.5400000005
2019-08-25,1311.98,1541815.5200000005
2019-08-26,-140.35,1541675.1700000004
2019-08-27,2413.33,1544088.5000000005
2019-08-28,1749.2,1545837.7000000002
2019-08-29,617.95,1546455.6500000004
2019-08-30,-1750.19,1544705.4600000004
2019-09-01,3293.91,1547999.3700000003
2019-09-04,694.81,1548694.1800000004
2019-09-05,670.0,1549364.1800000004
2019-09-06,0.0,1549364.1800000004
2019-09-07,46.25,1549410.4300000004
2019-09-08,4141.57,1553552.0000000005
2019-09-09,1305.25,1554857.2500000005
2019-09-10,763.95,1555621.2000000002
2019-09-12,-940.05,1554681.1500000004
2019-09-13,710.58,1555391.7300000002
2019-09-15,380.4,1555772.1300000004
2019-09-16,309.48,1556081.6100000003
2019-09-17,-1630.12,1554451.4900000002
2019-09-18,469.55,1554921.0400000003
2019-09-19,-925.42,1553995.62
2019-09-20,4711.27,1558706.8900000001
2019-09-22,549.23,1559256.12
2019-09-23,360.86,1559616.9800000002
2019-09-24,3922.55,1563539.5300000003
2019-09-25,-88.87,1563450.6600000001
2019-09-26,823.98,1564274.6400000001
2019-09-27,3789.54,1568064.1800000002
2019-09-29,1895.71,1569959.8900000001
2019-09-30,944.89,1570904.7800000003
2019-10-01,-1618.63,1569286.1500000004
2019-10-02,-1458.82,1567827.3300000003
2019-10-03,686.02,1568513.3500000003
2019-10-04,-1246.24,1567267.1100000003
2019-10-05,-2284.96,1564982.1500000004
2019-10-06,220.75,1565202.9000000004
2019-10-07,-222.85,1564980.0500000003
2019-10-09,176.2,1565156.2500000005
2019-10-10,-3476.03,1561680.2200000002
2019-10-12,-2871.63,1558808.5900000003
2019-10-13,0.0,1558808.5900000003
2019-10-14,803.51,1559612.1000000003
2019-10-15,-2964.51,1556647.5900000003
2019-10-16,-1911.69,1554735.9000000004
2019-10-17,-3160.0,1551575.9000000004
2019-10-18,475.07,1552050.9700000002
2019-10-20,-1250.8,1550800.1700000004
2019-10-21,2438.67,1553238.8400000003
2019-10-22,2440.15,1555678.9900000002
2019-10-23,354.92,1556033.9100000004
2019-10-24,1030.79,1557064.7000000004
2019-10-25,-1102.27,1555962.4300000004
2019-10-28,3067.95,1559030.3800000004
2019-10-29,793.77,1559824.1500000004
2019-10-30,-1298.77,1558525.3800000004
2019-10-31,-249.35,1558276.0300000003
2019-11-01,1640.3,1559916.3300000005
2019-11-02,-890.53,1559025.8000000003
2019-11-03,-495.02,1558530.7800000003
2019-11-04,1450.55,1559981.3300000005
2019-11-06,816.84,1560798.1700000004
2019-11-07,-277.02,1560521.1500000004
2019-11-08,-44.67,1560476.4800000004
2019-11-09,704.73,1561181.2100000004
2019-11-10,-7896.88,1553284.3300000003
2019-11-11,44.4,1553328.7300000004
2019-11-12,-5263.95,1548064.7800000003
2019-11-13,-2328.43,1545736.3500000003
2019-11-14,-1275.3,1544461.0500000003
2019-11-15,545.58,1545006.6300000004
2019-11-17,0.0,1545006.6300000004
2019-11-18,1012.93,1546019.5600000003
2019-11-19,-530.41,1545489.1500000004
2019-11-20,4375.62,1549864.7700000003
2019-11-21,-910.2,1548954.5700000003
2019-11-22,365.13,1549319.7000000002
2019-11-24,285.6,1549605.3000000003
2019-11-25,-119.53,1549485.7700000003
2019-11-26,1498.14,1550983.9100000001
2019-11-27,1054.62,1552038.5300000003
2019-11-28,1175.78,1553214.3100000003
2019-11-29,-640.27,1552574.0400000003
2019-12-02,-359.44,1552214.6000000003
2019-12-03,848.48,1553063.0800000003
2019-12-04,-18.71,1553044.3700000003
2019-12-06,961.52,1554005.8900000004
2019-12-07,-1155.43,1552850.4600000004
2019-12-08,1232.22,1554082.6800000002
2019-12-09,4259.28,1558341.9600000004
2019-12-11,67.58,1558409.5400000003
2019-12-12,6047.77,1564457.3100000003
2019-12-13,503.48,1564960.7900000003
2019-12-15,453.86,1565414.6500000004
2019-12-16,102.25,1565516.9000000004
2019-12-17,-79.21,1565437.6900000004
2019-12-18,-555.24,1564882.4500000002
2019-12-19,1103.57,1565986.0200000003
2019-12-20,-240.09,1565745.9300000002
2019-12-22,180.95,1565926.8800000004
2019-12-23,1210.3,1567137.1800000002
2019-12-24,45.78,1567182.9600000004
2019-12-25,-80.7,1567102.2600000002
2019-12-26,1580.93,1568683.1900000004
2019-12-27,90.68,1568773.8700000006
2019-12-29,500.74,1569274.6100000003
2019-12-30,372.88,1569647.4900000005
2019-12-31,-22.17,1569625.3200000003
2020-01-01,431.74,1570057.0600000005
2020-01-03,2613.04,1572670.1000000006
2020-01-04,295.94,1572966.0400000005
2020-01-05,1058.8,1574024.8400000003
2020-01-06,-3926.61,1570098.2300000004
2020-01-07,-1012.31,1569085.9200000004
2020-01-09,3157.26,1572243.1800000004
2020-01-10,1205.33,1573448.5100000002
2020-01-12,-1233.56,1572214.9500000002
2020-01-13,-3338.35,1568876.6000000003
2020-01-14,658.59,1569535.1900000004
2020-01-15,-126.95,1569408.2400000002
2020-01-16,1068.73,1570476.9700000002
2020-01-17,944.17,1571421.1400000004
2020-01-19,288.94,1571710.0800000003
2020-01-20,1822.69,1573532.7700000003
2020-01-21,1417.86,1574950.6300000004
2020-01-22,3750.85,1578701.4800000002
2020-01-23,822.5,1579523.9800000002
2020-01-24,2854.26,1582378.2400000002
2020-01-26,-3442.66,1578935.58
2020-01-27,-3302.64,1575632.9400000002
2020-01-28,2206.24,1577839.1800000002
2020-01-29,-1299.59,1576539.5900000003
2020-01-30,1324.04,1577863.6300000004
2020-01-31,-759.2,1577104.4300000002
2020-02-01,287.25,1577391.6800000002
2020-02-02,-669.3,1576722.3800000004
2020-02-03,2309.84,1579032.2200000002
2020-02-04,4728.76,1583760.9800000002
2020-02-06,-10304.34,1573456.6400000001
2020-02-07,1230.94,1574687.58
2020-02-09,-2137.32,1572550.2600000002
2020-02-10,530.53,1573080.7900000003
2020-02-11,101.14,1573181.9300000002
2020-02-12,2298.03,1575479.9600000004
2020-02-13,1816.25,1577296.2100000004
2020-02-14,0.0,1577296.2100000004
2020-02-16,-1088.67,1576207.5400000003
2020-02-17,-129.9,1576077.6400000001
2020-02-18,-2854.77,1573222.87
2020-02-19,-2134.86,1571088.0100000002
2020-02-20,-2835.44,1568252.5700000003
2020-02-21,2782.54,1571035.1100000003
2020-02-23,1414.34,1572449.4500000002
2020-02-24,732.69,1573182.1400000001
2020-02-25,-1008.63,1572173.5100000002
2020-02-26,-5638.76,1566534.7500000002
2020-02-27,-9074.06,1557460.6900000002
2020-02-28,6209.35,1563670.04
2020-03-01,453.98,1564124.02
2020-03-02,1129.07,1565253.09
2020-03-03,2194.38,1567447.4700000002
2020-03-04,2240.15,1569687.62
2020-03-05,2548.38,1572236.0
2020-03-06,557.77,1572793.77
2020-03-07,1796.5,1574590.27
2020-03-08,1492.69,1576082.96
2020-03-09,209.48,1576292.44
2020-03-11,-3096.52,1573195.92
2020-03-12,1972.13,1575168.05
2020-03-13,-5381.5,1569786.55
2020-03-15,-1544.91,1568241.6400000001
2020-03-16,2719.55,1570961.19
2020-03-17,-214.68,1570746.51
2020-03-18,-502.59,1570243.92
2020-03-19,17939.86,1588183.78
2020-03-20,-1557.44,1586626.34
2020-03-22,4043.48,1590669.82
2020-03-23,206.03,1590875.85
2020-03-24,740.81,1591616.6600000001
2020-03-25,25603.5,1617220.1600000001
2020-03-26,-1593.46,1615626.7000000002
2020-03-27,7815.83,1623442.5300000003
2020-03-29,333.67,1623776.2000000002
2020-03-30,6516.73,1630292.9300000002
2020-03-31,5687.39,1635980.3200000003
2020-04-02,2434.15,1638414.4700000002
2020-04-03,2496.94,1640911.4100000001
2020-04-05,1178.81,1642090.2200000002
2020-04-06,-3798.01,1638292.2100000002
2020-04-08,4197.22,1642489.4300000002
2020-04-09,2443.33,1644932.7600000002
2020-04-10,-111.12,1644821.6400000001
2020-04-11,-295.89,1644525.75
2020-04-12,36.2,1644561.9500000002
2020-04-13,2745.45,1647307.4
2020-04-14,-6109.5,1641197.9
2020-04-15,6380.93,1647578.83
2020-04-16,2244.81,1649823.6400000001
2020-04-19,1830.5,1651654.1400000001
2020-04-20,-2038.21,1649615.9300000002
2020-04-21,5932.78,1655548.7100000002
2020-04-22,1873.73,1657422.4400000002
2020-04-23,-4085.33,1653337.1100000003
2020-04-24,1078.04,1654415.1500000004
2020-04-26,-1543.47,1652871.6800000002
2020-04-27,-423.3,1652448.3800000004
2020-04-28,2358.81,1654807.1900000004
2020-04-29,621.59,1655428.7800000003
2020-04-30,-6599.9,1648828.8800000004
2020-05-01,-740.56,1648088.3200000003
2020-05-02,2166.18,1650254.5000000002
2020-05-03,-3683.05,1646571.4500000002
2020-05-04,-1177.47,1645393.9800000002
2020-05-05,873.42,1646267.4000000004
2020-05-06,-4752.52,1641514.8800000004
2020-05-07,1869.63,1643384.5100000002
2020-05-08,1151.11,1644535.62
2020-05-10,666.45,1645202.0700000003
2020-05-11,-630.29,1644571.7800000003
2020-05-13,2789.7,1647361.48
2020-05-14,1944.63,1649306.11
2020-05-15,12733.62,1662039.73
2020-05-17,962.15,1663001.8800000001
2020-05-18,-6837.41,1656164.4700000002
2020-05-19,2300.99,1658465.46
2020-05-20,2404.5,1660869.96
2020-05-21,642.13,1661512.09
2020-05-22,2794.69,1664306.78
2020-05-24,-1861.91,1662444.87
2020-05-25,664.64,1663109.51
2020-05-26,-482.04,1662627.47
2020-05-27,1786.12,1664413.5899999999
2020-05-28,-1447.18,1662966.41
2020-05-29,-4983.86,1657982.5499999998
2020-06-01,223.71,1658206.2599999998
2020-06-02,-761.62,1657444.64
2020-06-03,-2202.66,1655241.98
2020-06-04,-2667.84,1652574.14
2020-06-05,682.46,1653256.5999999999
2020-06-07,2432.33,1655688.9299999997
2020-06-08,1131.69,1656820.6199999996
2020-06-09,-11.36,1656809.2599999998
2020-06-10,1825.85,1658635.1099999999
2020-06-11,-213.73,1658421.38
2020-06-14,233.41,1658654.7899999998
2020-06-15,2513.86,1661168.65
2020-06-16,2842.73,1664011.38
2020-06-17,3270.37,1667281.7499999998
2020-06-18,2110.45,1669392.1999999997
2020-06-19,6720.05,1676112.2499999998
2020-06-21,2028.05,1678140.2999999998
2020-06-22,2440.73,1680581.0299999998
2020-06-23,1074.01,1681655.0399999998
2020-06-24,907.02,1682562.0599999998
2020-06-25,-144.17,1682417.8899999997
2020-06-26,-108.69,1682309.1999999997
2020-06-28,983.97,1683293.17
2020-06-29,1295.43,1684588.5999999999
2020-06-30,-2623.18,1681965.42
2020-07-01,1248.41,1683213.8299999998
2020-07-02,-886.51,1682327.3199999998
2020-07-04,22.43,1682349.75
2020-07-05,-5190.84,1677158.91
2020-07-06,1246.66,1678405.5699999998
2020-07-07,2594.07,1680999.64
2020-07-08,-259.14,1680740.5
2020-07-09,-3263.76,1677476.7399999998
2020-07-10,19.66,1677496.4
2020-07-12,1561.66,1679058.06
2020-07-13,470.39,1679528.45
2020-07-14,-3275.79,1676252.66
2020-07-15,418.53,1676671.19
2020-07-16,1262.51,1677933.7
2020-07-17,201.47,1678135.17
2020-07-19,0.0,1678135.17
2020-07-20,2421.62,1680556.79
2020-07-21,2809.13,1683365.92
2020-07-22,-6.61,1683359.31
2020-07-23,3121.62,1686480.93
2020-07-24,3017.1,1689498.0299999998
2020-07-26,-2404.25,1687093.7799999998
2020-07-27,-2506.51,1684587.27
2020-07-28,-1935.02,1682652.25
2020-07-29,911.9,1683564.15
2020-07-30,4239.27,1687803.42
2020-07-31,-593.68,1687209.7399999998
2020-08-01,1327.9,1688537.64
2020-08-03,10373.55,1698911.19
2020-08-04,-2033.97,1696877.22
2020-08-05,541.44,1697418.66
2020-08-06,2799.75,1700218.41
2020-08-07,-183.98,1700034.43
2020-08-09,-2394.32,1697640.1099999999
2020-08-10,1986.41,1699626.52
2020-08-11,1369.61,1700996.13
2020-08-12,-407.07,1700589.06
2020-08-13,0.0,1700589.06
2020-08-14,16.79,1700605.85
2020-08-16,-360.3,1700245.55
2020-08-17,-2778.59,1697466.96
2020-08-18,537.65,1698004.61
2020-08-19,324.37,1698328.98
2020-08-20,5122.22,1703451.2000000002
2020-08-21,2500.61,1705951.81
2020-08-23,250.27,1706202.08
2020-08-24,280.53,1706482.61
2020-08-25,-2619.68,1703862.9300000002
2020-08-26,-3472.9,1700390.03
2020-08-27,1587.11,1701977.1400000001
2020-08-28,-1104.21,1700872.9300000002
2020-08-31,997.94,1701870.87
2020-09-01,373.09,1702243.96
2020-09-02,899.36,1703143.3199999998
2020-09-03,27800.71,1730944.0299999998
2020-09-04,1438.61,1732382.64
2020-09-06,-1298.07,1731084.5699999998
2020-09-07,-1596.87,1729487.7
2020-09-09,-630.96,1728856.74
2020-09-10,1517.25,1730373.99
2020-09-11,-6759.82,1723614.17
2020-09-12,1939.64,1725553.81
2020-09-14,-934.24,1724619.57
2020-09-15,-1331.51,1723288.06
2020-09-16,4578.79,1727866.85
2020-09-17,-759.93,1727106.92
2020-09-18,99.51,1727206.4300000002
2020-09-21,-3085.27,1724121.1600000001
2020-09-22,448.46,1724569.62
2020-09-23,-319.29,1724250.33
2020-09-24,-1235.95,1723014.38
2020-09-25,-1777.27,1721237.1099999999
2020-09-28,-603.57,1720633.54
2020-09-29,2900.83,1723534.37
2020-09-30,1455.4,1724989.77
2020-10-01,880.84,1725870.6099999999
2020-10-02,594.69,1726465.2999999998
2020-10-03,3338.36,1729803.66
2020-10-04,1065.51,1730869.17
2020-10-06,4946.49,1735815.66
2020-10-07,816.63,1736632.29
2020-10-08,447.77,1737080.06
2020-10-09,6435.95,1743516.0099999998
2020-10-11,175.83,1743691.8399999999
2020-10-12,-1015.85,1742675.9899999998
2020-10-13,-851.49,1741824.5
2020-10-14,-2456.55,1739367.9499999997
2020-10-15,-141.24,1739226.71
2020-10-16,2373.11,1741599.8199999998
2020-10-18,295.33,1741895.15
2020-10-19,684.82,1742579.9699999997
2020-10-20,46.97,1742626.9399999997
2020-10-21,-3577.23,1739049.7099999997
2020-10-22,717.71,1739767.4199999997
2020-10-23,1856.72,1741624.1399999997
2020-10-26,-714.55,1740909.5899999996
2020-10-27,637.3,1741546.8899999997
2020-10-28,-155.68,1741391.2099999995
2020-10-29,4508.36,1745899.5699999996
2020-10-30,-1181.63,1744717.9399999995
2020-11-02,684.23,1745402.1699999995
2020-11-03,-664.31,1744737.8599999994
2020-11-05,179.47,1744917.3299999996
2020-11-06,-10470.89,1734446.4399999995
2020-11-08,-1182.03,1733264.4099999995
2020-11-09,2358.48,1735622.8899999994
2020-11-11,976.07,1736598.9599999995
2020-11-12,3249.48,1739848.4399999995
2020-11-13,-2583.7,1737264.7399999993
2020-11-15,526.46,1737791.1999999993
2020-11-16,1057.59,1738848.7899999993
2020-11-17,2580.42,1741429.2099999995
2020-11-18,-417.86,1741011.3499999994
2020-11-19,-114.89,1740896.4599999995
2020-11-20,1089.27,1741985.7299999995
2020-11-22,-4031.88,1737953.8499999994
2020-11-23,-796.4,1737157.4499999993
